"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-13","4.47",,,,"51","29","  250",,"8.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-14","6.93","0.00","0.0",,"58","29","  210",,"15.0",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-15","8.05",,,,"55","38","  290","  240","14.1","23.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-16","6.93","0.00","0.0","0.0","47","31","  280","  270","15.0","23.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-17","5.14","0.00","0.0","0.0","52","28","  220","  220","15.0","19.9",,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-18","4.92","0.00","0.0","0.0","56","32","  270","  270","14.1","21.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-19","3.36","0.00","0.0","0.0","64","37","  240",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-20","6.26","0.00","0.0",,"61","49","  340",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-21","5.82",,"0.0",,"59","45","  230",,"10.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-22","3.58","0.74","0.0","0.0","55","45","  340",,"6.9",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-23","7.38","0.00","0.0","0.0","63","37","   20",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-24","7.38","0.00","0.0","0.0","62","47","  120",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-25","12.08","0.00","0.0","0.0","75","56","  190","  200","23.9","29.1","    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-26","6.71","0.22","0.0","0.0","68","57","  200","  290","14.1","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-27","9.84",,"0.0",,"63","42","  310","  310","19.9","33.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-28","11.63","0.00","0.0","0.0","51","33","  340","  340","17.0","29.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-29","4.25","0.00","0.0","0.0","58","30","  350",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-30","7.38","0.00","0.0","0.0","58","35","  150","  140","13.0","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-31","9.84","0.25","0.0","0.0","66","45","  320","  310","21.9","30.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-01","16.33",,,"0.0","45","35","  320","  320","21.9","31.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-02","11.86","0.00","0.0","0.0","49","29","  310","  330","18.1","23.0",,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-03","6.93","0.00","0.0","0.0","53","27","  310",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-04","6.93",,"0.0","0.0","55","30","  180","  180","16.1","21.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-05","7.16","0.15","0.0","0.0","55","44","  180",,"16.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-06","8.05","0.20",,"0.0","48","39","   90","   70","17.0","21.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-07","6.49","0.01","0.0","0.0","53","39","  350",,"12.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-08","6.49",,,,"59","34","  130","  130","13.0","19.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-09","3.13","0.29","0.0",,"66","52","  200",,"6.0",,"    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-10","3.58",,"0.0","0.0","68","52","  180",,"8.9",,"    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-11",,,"0.0","0.0",,,,,,,"    1","    1","    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-12","6.26","0.05","0.0",,"59","47","  350",,"12.1",,"    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-13","9.17",,,,,,"   80",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-19",,,"0.0","0.0",,,,,,,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-24",,"0.00","0.0","0.0",,,,,,,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-25","4.47","0.00","0.0","0.0","78","51","   50",,"8.1",,,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-26","8.05",,"0.0","0.0","74","58","  190",,"13.0",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-27","6.71","0.00","0.0","0.0","73","57","  160","  160","14.1","18.1","    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-02-28","10.07","0.00","0.0","0.0","80","63","  220","  220","19.9","28.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-01","8.95","0.05","0.0","0.0","68","50","   30","  340","15.0","32.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-02","9.40","1.37","0.0","0.0","49","40","   50","   10","13.0","19.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-03","8.50","0.09","0.0","0.0","65","39","  350","   99","12.1","16.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-04","7.61","0.00","0.0","0.0","72","39","   20","   20","13.0","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-05","7.83","0.00","0.0","0.0","68","45","   40",,"13.0",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-06","8.28",,,"0.0","62","41","  340","  360","12.1","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-07","8.05","0.00","0.0","0.0","65","36","  340","  360","13.0","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-08","5.14","0.00","0.0",,"70","40","   50",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-09","4.70","0.00","0.0",,"69","43","  170",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-10","6.71","0.00","0.0","0.0","73","42","  200","  170","14.1","19.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-11","5.14","0.00","0.0","0.0","75","48","  160",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-12","5.37","0.00","0.0","0.0","77","51","  220",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-13","2.91","0.00","0.0","0.0","81","55","  330",,"8.1",,,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-14","3.80","0.00","0.0","0.0","81","55","  190",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-15","8.50",,"0.0","0.0","77","57","  210","  140","17.0","23.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-16","5.82","1.34","0.0","0.0","67","59","  140","  140","19.9","25.1","    1","    1","    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-17","7.61","0.18","0.0","0.0","70","58","  210","  200","25.1","55.9","    1","    1","    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-18","12.53","0.17","0.0","0.0","69","47","  300","  270","21.0","31.1","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-19","7.83","0.00","0.0","0.0","56","44","  320","  320","13.0","21.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-20","10.51","0.00","0.0","0.0","60","45","   80","   80","17.0","25.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-21","9.17","0.00","0.0","0.0","67","41","   50","   40","15.0","23.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-22","8.05","0.00","0.0","0.0","73","49","   90","   90","13.0","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-23","7.61","0.40","0.0","0.0","68","57","  120","  120","16.1","21.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-24","7.83","0.03","0.0",,"73","58","  150","  150","23.0","33.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-25","13.65","0.97","0.0","0.0","78","56","  170","  170","23.9","36.9","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-26","6.49","1.02","0.0","0.0","73","63","  210","  240","13.0","18.1","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-27","10.51","0.01","0.0","0.0","84","64","  210","  220","18.1","30.0","    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-28",,,"0.0","0.0",,,,,,,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-30","5.82","0.26","0.0","0.0","75","53","  120",,"8.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-03-31","10.29","1.07","0.0",,"78","45","  340","  340","21.9","28.0","    1",,"    1","    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-01","13.65","0.00","0.0","0.0","55","38","  330","   10","19.9","30.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-02","7.83","0.00","0.0","0.0","59","34","  360","  360","16.1","21.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-03","3.80","0.00","0.0","0.0","64","34","   80",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-04","2.91","0.00","0.0","0.0","72","38","  220",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-05","3.80",,,,"77","46","  250",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-06","4.25",,"0.0",,"78","52","  250",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-07","5.37","0.00","0.0",,"80","53","  220","  210","10.1","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-08","10.51",,"0.0","0.0","81","61","  210","  210","18.1","23.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-09","6.49","0.19","0.0","0.0","68","60","  180","  160","17.0","23.9","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-10","8.28","1.13","0.0","0.0","71","58","  210","  150","14.1","21.0","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-11","6.04","0.00","0.0","0.0","75","57","  220","  280","13.0","19.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-12","6.71","0.00","0.0","0.0","83","51","  320","  290","12.1","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-13","3.13","0.00","0.0","0.0","86","53","  210",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-14","4.70","0.00","0.0","0.0","78","56","  250",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-15","5.82","0.00","0.0","0.0","71","57","  320",,"13.0",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-16","4.70","0.00","0.0","0.0","64","51","   20",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-17","2.91","0.00","0.0","0.0","73","51","  220",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-18","6.93","0.00","0.0","0.0","72","52","  310","  260","10.1","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-19","7.38",,,,"72","48","  310","  350","14.1","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-20","5.82",,"0.0",,"75","53","  190","  260","10.1","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-21","10.07","0.00","0.0","0.0","63","42","  340","  320","17.0","25.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-22","4.92","0.00","0.0","0.0","65","36","   50",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-23","5.59","0.00",,,"70","45","  150","  140","8.9","21.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-24","9.84","2.08","0.0",,"77","54","  170","  280","16.1","27.1","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-25","9.62","0.00","0.0","0.0","75","52","  360","  320","14.1","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-26","5.14","0.00","0.0","0.0","78","48","  200",,"8.9",,,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-27","7.61","0.00","0.0","0.0","81","60","  170","  170","14.1","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-28","5.59",,"0.0","0.0","82","64","  190","  160","14.1","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-29","6.49","0.00","0.0","0.0","77","64","  200","  230","10.1","18.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-04-30","7.83",,"0.0","0.0","78","60","  350","  350","15.0","19.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-01","5.59","0.00","0.0","0.0","80","56","   60","   20","12.1","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-02","8.28",,"0.0","0.0","82","62","  150","  150","13.0","19.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-03","10.51","2.23","0.0","0.0","83","63","  350","  350","23.9","42.9","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-04","11.63","0.09","0.0",,"87","64","  180","  230","18.1","40.0","    1",,"    1","    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-05","6.71",,"0.0","0.0","74","62","  290","  290","13.0","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-06","7.83","0.00","0.0","0.0","73","54","  310","  320","13.0","31.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-07","8.50","0.00","0.0","0.0","70","50","  330","  300","16.1","27.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-08","3.80","0.00","0.0","0.0","77","47","  200",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-09","10.29","0.00","0.0","0.0","84","55","  190","   90","17.0","40.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-10","5.59","0.16","0.0","0.0","78","63","  340","  340","15.0","23.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-11","4.25","0.08","0.0","0.0","79","65","  310",,"8.9",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-12","8.50","0.22","0.0","0.0","67","51","   40","   40","15.0","18.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-13","7.83","0.00","0.0","0.0","71","46","   60","   60","13.0","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-14","2.68","0.00","0.0","0.0","75","49","   70",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-15","4.25","0.00","0.0","0.0","77","52","   50",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-16","3.80","0.00","0.0","0.0","79","57","  180",,"8.9",,,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-17","6.93","0.00","0.0","0.0","81","59","  160","  130","14.1","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-18","9.17",,"0.0",,"81","64","  130","  100","14.1","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-19","10.29","0.00","0.0","0.0","82","64","  120","  100","15.0","23.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-20","10.29","0.00","0.0","0.0","81","63","  140","  110","16.1","23.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-21","8.50","0.00","0.0","0.0","84","61","  150","  130","16.1","23.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-22","5.82","0.00","0.0","0.0","84","63","   80",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-23","2.68","0.00","0.0","0.0","89","60","   10",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-24","3.80","0.00","0.0","0.0","89","64","  340",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-25","4.25","0.00","0.0","0.0","90","68","  210",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-26","5.14",,"0.0","0.0","87","64","  210","  220","14.1","19.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-27","5.14","0.07","0.0","0.0","86","65","  200",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-28","8.50","0.36","0.0","0.0","86","67","  190","  350","16.1","30.0","    1",,"    1","    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-29","8.95","0.00","0.0","0.0","78","56","  320","  300","15.0","19.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-30","6.71","0.00","0.0","0.0","79","52","   50",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-05-31","6.71","0.00","0.0","0.0","82","57","  150","  130","13.0","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-01","6.49","0.00","0.0","0.0","84","62","  150",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-02","6.26","0.00","0.0","0.0","85","64","  160",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-03","4.25","0.00","0.0","0.0","84","69","  190",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-04","2.68","1.15","0.0","0.0","85","68","  170","  170","40.0","50.1",,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-05","2.24","0.27","0.0","0.0","86","69","   80","   80","21.9","29.1","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-06","4.47","0.08","0.0","0.0","85","70","  160",,"12.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-07","6.49","0.41","0.0","0.0","82","70","  180",,"13.0",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-08","6.26","0.02","0.0","0.0","88","71","  180","  190","18.1","30.0","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-09","5.82","0.03","0.0",,"88","70","  200","  180","15.0","18.1","    1","    1","    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-10","6.71","0.31","0.0","0.0","84","69","  200","  200","17.0","28.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-11","5.37","0.64","0.0","0.0","83","71","  340","  260","15.0","27.1","    1",,"    1","    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-12","7.16","0.02","0.0","0.0","89","73","  310",,"15.0",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-13","4.92","0.00","0.0","0.0","91","70","   20",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-14","3.58",,"0.0",,"90","71","  330",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-15","7.38",,"0.0",,"92","68","  350",,"13.0",,,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-16","6.04","0.00","0.0","0.0","87","64","  360","  350","10.1","17.0",,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-17","5.37","0.00","0.0","0.0","89","66","   40",,"10.1",,,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-18","5.14",,"0.0","0.0","89","68","  230",,"13.0",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-19","8.72","1.52","0.0","0.0","75","71","  170","  200","21.0","31.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-20","10.07","0.84","0.0","0.0","85","69","  200","  200","18.1","23.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-21","10.07","0.00","0.0","0.0","84","70","  190","  190","19.9","23.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-22","7.38","0.03","0.0","0.0","82","66","  330","  310","14.1","18.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-23","3.58","0.00","0.0","0.0","85","63","   30",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-24","5.82",,"0.0","0.0",,"69","  110",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-25","5.82","0.00","0.0","0.0",,"66","  100",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-26","5.37","0.00","0.0","0.0","86","68","  100",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-27","6.26","0.30","0.0","0.0","88","71","  170","  170","13.0","23.9","    1",,"    1","    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-28","6.04","0.00","0.0","0.0","88","70","   90",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-29","5.37","0.23","0.0","0.0","87","70","  180","  140","14.1","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-06-30","4.92","0.01","0.0","0.0","86","70","  130","  130","10.1","16.1",,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-01","5.59","0.53","0.0","0.0","86","68","  200","  200","16.1","21.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-02","5.14","0.35","0.0",,"79","70","  270",,"10.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-03","4.70","0.00","0.0",,"84","68","  350",,"8.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-04","4.92","0.00","0.0","0.0","87","65","  170",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-05","6.26","0.00","0.0","0.0","87","69","  160",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-06","5.82","0.75","0.0","0.0","86","71","  180","  190","27.1","31.1","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-07","6.71","0.03","0.0","0.0","86","70","  100","  100","18.1","27.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-08","5.82","0.00","0.0","0.0","86","70","  230","  260","8.9","17.0",,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-09","7.61","0.06","0.0","0.0","88","71","  310","  310","28.0","38.9",,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-10","7.61",,"0.0","0.0","88","69","  230","  230","15.0","23.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-11","7.38","0.02","0.0","0.0","82","69","  210","  190","17.0","21.9","    1","    1","    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-12","6.04","0.01","0.0","0.0","82","69","  280","  280","14.1","21.9","    1",,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-13","4.25",,"0.0","0.0","85","69","  170",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-14","2.91","0.01","0.0","0.0","87","70","   30",,"10.1",,,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-15","4.70",,"0.0","0.0","90","72","  290",,"10.1",,,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-16","3.36","0.33","0.0","0.0","89","71","  190","  210","28.0","38.0","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-17","3.13","0.04","0.0","0.0","87","70","  160",,"8.9",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-18","5.37","0.95","0.0","0.0","86","70","  260","  260","21.0","27.1","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-19","5.82","0.58","0.0",,"81","71","  260",,"12.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-20","4.92","0.02","0.0",,"85","72","  230","  230","15.0","18.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-21","3.80","0.00","0.0","0.0","86","72","  180",,"12.1",,"    1",,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-22","4.03","0.00","0.0","0.0","90","73","  140",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-23","4.70","0.00","0.0","0.0","89","73","  290",,"8.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-24","3.80","0.00","0.0","0.0","89","73","  140",,"6.9",,"    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-25","3.58","0.00","0.0","0.0","90","73","  200",,"8.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-26","4.03","0.00","0.0",,"91","75","   90",,"6.9",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-27","3.80","0.01","0.0",,"91","72","  350",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-28","3.80","0.00","0.0","0.0","93","71","  310",,"10.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-29","4.03","0.00","0.0","0.0","95","74","  330",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-30","5.14","0.00","0.0","0.0","91","74","  280",,"8.9",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-07-31","5.37","0.00","0.0","0.0","92","73","  340","  340","18.1","29.1",,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-08-01","5.37","0.01","0.0","0.0","92","73","  270",,"10.1",,"    1",,"    1",
